symbol,current_price,currency,beta,smb_score,hml_score,rmw_score,cma_score,volatility,composite_score,market_cap,pbr,market_cap_usd
001755.KS,15920.0,KRW,0.12257267395443838,0,0,0,-1,0.6993058473693418,-0.11322819781366848,N/A,N/A,
018880.KS,3080.0,KRW,1.0037029432201947,0,0,0,-1,0.41943994003665996,0.15111088296605843,N/A,N/A,
009420.KS,24900.0,KRW,1.0393833071120069,0,0,0,-1,0.5850651925120731,0.16181499213360204,N/A,N/A,
014130.KS,3405.0,KRW,0.6925099599857895,0,0,0,0,0.3347125203971186,0.20775298799573683,N/A,N/A,
300720.KS,18840.0,KRW,0.7281054940930918,0,0,0,0,0.3468585544235171,0.21843164822792752,N/A,N/A,
002220.KS,2665.0,KRW,0.7000420324278607,0,0,0,-1,0.4182738265554955,0.0600126097283582,N/A,N/A,
006390.KS,16310.0,KRW,0.55195608230688,0,0,0,0,0.22712138686378044,0.16558682469206398,N/A,N/A,
003300.KS,18000.0,KRW,0.5221985156979387,0,0,0,0,0.2802938687407386,0.15665955470938162,N/A,N/A,
051600.KS,42200.0,KRW,0.4427311672397159,0,0,0,0,0.3280743519257423,0.13281935017191476,N/A,N/A,
052690.KS,61100.0,KRW,1.0193595703243836,0,0,0,-1,0.46590532290947495,0.15580787109731506,N/A,N/A,
130660.KS,11400.0,KRW,1.064946188412442,0,0,0,-1,0.8051243148384865,0.16948385652373263,N/A,N/A,
002320.KS,21050.0,KRW,0.5990956269388299,0,0,0,0,0.22530405546794458,0.17972868808164896,N/A,N/A,
003480.KS,5550.0,KRW,0.3720770568873296,0,0,0,0,0.28901650960624425,0.11162311706619889,N/A,N/A,
180640.KS,152500.0,KRW,1.0980881884036289,0,0,1,-1,0.6770718247062569,0.3294264565210886,N/A,N/A,
18064K.KS,49450.0,KRW,0.7856526633884059,0,0,1,-1,0.5987808936112182,0.23569579901652174,N/A,N/A,
005110.KS,1254.0,KRW,0.0,0,0,0,1,0.0,0.15,N/A,N/A,
009460.KS,721.0,KRW,0.36733132969655324,0,0,0,0,0.3076876154379476,0.11019939890896598,N/A,N/A,
372910.KS,2985.0,KRW,0.9061019488482741,0,0,0,-1,0.46843989803078423,0.12183058465448224,N/A,N/A,
000880.KS,93400.0,KRW,1.0178800767149323,0,0,1,-1,0.5925225085330634,0.3053640230144796,N/A,N/A,
00088K.KS,34050.0,KRW,0.7409015268132584,0,0,1,0,0.38965670384053086,0.3722704580439775,N/A,N/A,
452260.KS,1275.0,KRW,0.9258377512629852,0,0,0,0,0.3826522474303396,0.2777513253788955,N/A,N/A,
45226K.KS,2365.0,KRW,0.4113767870928429,0,0,0,-1,0.5617711616559253,-0.026586963872147124,N/A,N/A,
451800.KS,3790.0,KRW,0.25064329686687464,0,0,0,1,0.17477171252672763,0.22519298906006238,N/A,N/A,
489790.KS,50800.0,KRW,1.8552592273047925,0,0,0,-1,0.9032237740591442,0.40657776819143776,N/A,N/A,
088350.KS,3080.0,KRW,0.8311742114058882,0,0,0,0,0.32970474392969384,0.24935226342176645,N/A,N/A,
000370.KS,4850.0,KRW,0.9808070881309721,0,0,0,-1,0.40651497010165344,0.1442421264392916,N/A,N/A,
009830.KS,31600.0,KRW,1.3791589621192244,0,0,0,-1,0.6307284999695758,0.26374768863576736,N/A,N/A,
009835.KS,26800.0,KRW,1.1674396630461388,0,0,0,-1,0.5176306247666611,0.2002318989138416,N/A,N/A,
272210.KS,43900.0,KRW,0.9265326723301612,0,0,0,-1,0.7338513085311753,0.1279598016990484,N/A,N/A,
012450.KS,845000.0,KRW,0.8745311676925922,0,0,0,-1,0.6818324304740004,0.11235935030777763,N/A,N/A,
082740.KS,28050.0,KRW,1.093347997139347,0,0,0,-1,0.6561840636550791,0.17800439914180408,N/A,N/A,
042660.KS,76800.0,KRW,1.1607483301126547,0,0,0,-1,0.69670424591066,0.19822449903379638,N/A,N/A,
000885.KS,52000.0,KRW,0.21526267086460882,0,0,0,0,0.2718125852584516,0.06457880125938265,N/A,N/A,
003530.KS,4790.0,KRW,1.3716268182164166,0,0,0,-1,0.5468382668425386,0.261488045464925,N/A,N/A,
003535.KS,6930.0,KRW,0.9622635043860708,0,0,0,-1,0.5779693143371543,0.13867905131582123,N/A,N/A,
195870.KS,18520.0,KRW,1.4031104891404143,0,0,0,-1,0.5377602861928464,0.2709331467421243,N/A,N/A,
101530.KS,7210.0,KRW,0.9609040107530216,0,0,0,-1,0.5014865576716213,0.13827120322590644,N/A,N/A,
143210.KS,1650.0,KRW,0.47562124454836396,0,0,0,-1,0.4401090830297056,-0.007313626635490816,N/A,N/A,
000720.KS,68800.0,KRW,0.8185632648438474,0,0,1,-1,0.4099763551351629,0.24556897945315423,N/A,N/A,
000725.KS,61800.0,KRW,0.5313807649708665,0,0,0,0,0.3191715275364061,0.15941422949125994,N/A,N/A,
453340.KS,18000.0,KRW,0.46176473104244153,0,0,0,0,0.2692467081403995,0.13852941931273247,N/A,N/A,
086280.KS,113200.0,KRW,0.7730021058967009,0,0,0,-1,0.4193884266767197,0.08190063176901027,N/A,N/A,
064350.KS,156100.0,KRW,1.0,-1,-1,1,-1,0.6217500635008537,-0.10000000000000003,12431000000000.0,5.94,9119653730.467318
079430.KS,8040.0,KRW,0.8941815618727434,0,0,0,0,0.3704619080410786,0.268254468561823,N/A,N/A,
012330.KS,250000.0,KRW,0.6285606840230051,0,0,0,0,0.32428246365825664,0.18856820520690154,N/A,N/A,
069960.KS,72400.0,KRW,0.39574338847762985,0,0,0,0,0.3091497541399809,0.11872301654328896,N/A,N/A,
004560.KS,12250.0,KRW,1.2767955867871392,0,0,0,-1,0.4549969284459213,0.23303867603614178,N/A,N/A,
004310.KS,3495.0,KRW,0.8162896801619202,0,0,0,-1,0.5277642087546225,0.09488690404857605,N/A,N/A,
017800.KS,81300.0,KRW,0.6828075037089465,0,0,0,-1,0.4162500419404429,0.054842251112683954,N/A,N/A,
307950.KS,141500.0,KRW,0.9663560130405898,0,0,0,-1,0.4159780016507356,0.13990680391217694,N/A,N/A,
011210.KS,42900.0,KRW,0.9697352285826966,0,0,0,0,0.34412247606415364,0.29092056857480897,N/A,N/A,
004020.KS,27650.0,KRW,1.0310197955920717,0,0,0,-1,0.4342869612480818,0.15930593867762152,N/A,N/A,
005440.KS,8100.0,KRW,0.782158495568354,0,0,0,0,0.37264559705036276,0.2346475486705062,N/A,N/A,
005380.KS,186000.0,KRW,1.0460586628533755,0,0,0,0,0.35497561806052763,0.3138175988560126,N/A,N/A,
005387.KS,150800.0,KRW,0.8361773841594304,0,0,0,0,0.32317002484012275,0.2508532152478291,N/A,N/A,
005389.KS,149700.0,KRW,0.7456538877122688,0,0,0,0,0.27098552213265303,0.22369616631368064,N/A,N/A,
005385.KS,149900.0,KRW,0.7778227638181017,0,0,0,0,0.29731526832293625,0.23334682914543048,N/A,N/A,
001500.KS,7390.0,KRW,0.6573757658693444,0,0,0,0,0.30123490848524337,0.1972127297608033,N/A,N/A,
011760.KS,28150.0,KRW,1.0102231164881232,0,0,0,0,0.3986256144141662,0.30306693494643694,N/A,N/A,
227840.KS,12440.0,KRW,0.30038559237452567,0,0,0,1,0.15195994738190988,0.2401156777123577,N/A,N/A,
126560.KS,3255.0,KRW,0.49206723234754396,0,0,0,0,0.3558144274520539,0.14762016970426317,N/A,N/A,
001450.KS,25100.0,KRW,0.813936514767107,0,0,0,0,0.33253567236162135,0.2441809544301321,N/A,N/A,
057050.KS,56400.0,KRW,0.42790870855331586,0,0,0,0,0.2503387815034127,0.12837261256599475,N/A,N/A,
093240.KS,1648.0,KRW,0.3726095228919237,0,0,0,-1,1.2364440848142193,-0.0382171431324229,N/A,N/A,
003010.KS,5080.0,KRW,0.8215726606047324,0,0,0,0,0.34763256558715777,0.24647179818141973,N/A,N/A,
111110.KS,8950.0,KRW,0.5630263963909654,0,0,0,0,0.3266755156544873,0.16890791891728962,N/A,N/A,
008770.KS,49200.0,KRW,0.7611070768224832,0,0,0,0,0.33575959473534867,0.22833212304674497,N/A,N/A,
008775.KS,47950.0,KRW,0.5683344559435154,0,0,0,0,0.30397098016999197,0.17050033678305462,N/A,N/A,
378850.KS,3240.0,KRW,1.0633074667010078,0,0,0,-1,0.5013408940736318,0.16899224001030236,N/A,N/A,
241590.KS,7750.0,KRW,0.877183743493734,0,0,0,-1,0.4640422426817282,0.11315512304812017,N/A,N/A,
006060.KS,4850.0,KRW,0.6195209224684394,0,0,0,0,0.28758525497717824,0.18585627674053182,N/A,N/A,
013520.KS,2055.0,KRW,0.7284752200618021,0,0,0,0,0.30889188236162385,0.21854256601854063,N/A,N/A,
010690.KS,8200.0,KRW,1.5340580546054094,0,0,0,-1,0.5380187656127846,0.3102174163816228,N/A,N/A,
133820.KS,848.0,KRW,0.665802288252657,0,0,0,-1,0.5056764072012713,0.0497406864757971,N/A,N/A,
010660.KS,4645.0,KRW,0.5415998506136285,0,0,0,-1,0.710266879208925,0.012479955184088537,N/A,N/A,
000850.KS,31900.0,KRW,0.720339194691747,0,0,0,-1,0.41692759758397635,0.06610175840752411,N/A,N/A,
016580.KS,11800.0,KRW,0.4747785515387769,0,0,0,1,0.19542171337566702,0.29243356546163307,N/A,N/A,
032560.KS,5940.0,KRW,0.6585118307728101,0,0,0,0,0.21476751467716512,0.197553549231843,N/A,N/A,
004800.KS,67100.0,KRW,0.8269113383227658,0,0,0,-1,0.536303398661407,0.09807340149682972,N/A,N/A,
094280.KS,12280.0,KRW,0.3487334154418175,0,0,0,1,0.14193688067346893,0.25462002463254524,N/A,N/A,
298040.KS,648000.0,KRW,1.3232680801196546,0,0,0,-1,0.6689117005501262,0.24698042403589635,N/A,N/A,
298020.KS,252000.0,KRW,1.0626985694780342,0,0,0,-1,0.5055249332925653,0.16880957084341028,N/A,N/A,
298000.KS,38900.0,KRW,0.12776536113667028,0,0,0,-1,0.5481058667933707,-0.11167039165899892,N/A,N/A,
093370.KS,4480.0,KRW,1.5554071652690453,0,0,0,-1,0.4762680659641228,0.31662214958071355,N/A,N/A,
005870.KS,8730.0,KRW,0.1552439005648549,0,0,0,-1,0.6705092595029191,-0.10342682983054352,N/A,N/A,
079980.KS,3045.0,KRW,0.8126428300424875,0,0,0,0,0.36521905835493257,0.24379284901274623,N/A,N/A,
005010.KS,4850.0,KRW,0.831450583608983,0,0,0,-1,0.5267826356401549,0.09943517508269492,N/A,N/A,
000540.KS,4165.0,KRW,0.9067058211867908,0,0,0,-1,0.41402063242704457,0.1220117463560372,N/A,N/A,
000545.KS,7610.0,KRW,0.6681762452477648,0,0,1,-1,1.2072629252046934,0.20045287357432942,N/A,N/A,
003280.KS,1617.0,KRW,0.8536621713369299,0,0,0,-1,0.4540588178351616,0.10609865140107896,N/A,N/A,
060310.KS,,KRW,0.9940869503471078,0,0,0,-1,0.5118998808583575,0.14822608510413235,N/A,N/A,
054620.KS,,KRW,1.0505021273279802,0,0,0,-1,0.4381459036315815,0.16515063819839407,N/A,N/A,
265520.KS,,KRW,1.371271667216878,0,0,0,-1,0.44382888668276393,0.26138150016506345,N/A,N/A,
211270.KS,,KRW,1.2856671944288787,0,0,0,-1,0.5731122394203054,0.23570015832866362,N/A,N/A,
109960.KS,,KRW,0.9161604656822668,0,0,0,-1,0.5972045032423874,0.12484813970468003,N/A,N/A,
139050.KS,2805.0,KRW,0.0,0,0,0,1,0.0,0.15,N/A,N/A,
126600.KS,,KRW,0.996317165763546,0,0,0,0,0.33725042917057435,0.2988951497290638,N/A,N/A,
013720.KS,,KRW,0.6736327012792113,0,0,1,-1,0.6487804384468988,0.20208981038376336,N/A,N/A,
083790.KS,,KRW,0.5060861138515279,0,0,0,-1,0.4416597179354097,0.0018258341554583668,N/A,N/A,
035760.KS,,KRW,0.4679171476102306,0,0,0,-1,0.4246621112538546,-0.009624855716930808,N/A,N/A,
311690.KS,,KRW,0.8938095320654498,0,0,0,-1,0.7165921108775651,0.11814285961963492,N/A,N/A,
051500.KS,,KRW,0.7826279370191546,0,0,0,0,0.37528166649828326,0.23478838110574635,N/A,N/A,
058820.KS,,KRW,0.9386377823822281,0,0,0,-1,0.5215603122546235,0.1315913347146684,N/A,N/A,
023460.KS,2180.0,KRW,-2.3705164085249306,0,0,0,-1,23.180989461075992,-0.8611549225574792,N/A,N/A,
056730.KS,,KRW,0.3458356718878966,0,0,0,0,0.2873447419884586,0.10375070156636898,N/A,N/A,
065770.KS,,KRW,0.41150418631234914,0,0,0,-1,0.9756301296851129,-0.026548744106295263,N/A,N/A,
083660.KS,,KRW,0.20542772859366346,0,0,0,-1,0.6779937196600287,-0.08837168142190097,N/A,N/A,
477760.KS,,KRW,0.06392730126306771,0,0,0,1,0.07941159631327509,0.16917819037892032,N/A,N/A,
099520.KS,2570.0,KRW,0.0,0,0,0,1,0.0,0.15,N/A,N/A,
060900.KS,,KRW,0.7333001235984478,0,0,0,-1,0.7489547512869391,0.06999003707953433,N/A,N/A,
290120.KS,,KRW,0.22850620823513246,0,0,0,-1,0.4876006067193088,-0.08144813752946026,N/A,N/A,
025440.KS,,KRW,-1.059736909067746,0,0,0,-1,4.103489588662944,-0.4679210727203238,N/A,N/A,
068790.KS,6330.0,KRW,0.05464702289158294,0,0,0,0,0.31943529210259813,0.016394106867474882,N/A,N/A,
241520.KS,,KRW,0.4774746349081898,0,0,0,-1,0.7930095140935127,-0.0067576095275430625,N/A,N/A,
180400.KS,,KRW,1.41,0,0,0,-1,1.0493719758283733,0.273,8000000000.0,N/A,5868975.1302178865
418620.KS,,KRW,1.5973106470587195,0,0,0,-1,0.7962458989887303,0.32919319411761583,N/A,N/A,
245620.KS,415.0,KRW,0.0,0,0,0,1,0.0,0.15,N/A,N/A,
037370.KS,,KRW,0.7829274000225052,0,0,0,-1,0.47057002791090724,0.08487822000675155,N/A,N/A,
050120.KS,,KRW,0.4806804901545078,0,0,0,-1,0.6402197231141821,-0.005795852953647651,N/A,N/A,
214270.KS,,KRW,0.908026803950861,0,0,0,-1,0.5769633423580715,0.1224080411852583,N/A,N/A,
130500.KS,,KRW,0.7368526995637997,0,0,0,-1,0.6219638085882944,0.07105580986913992,N/A,N/A,
900290.KS,,KRW,0.14921874159986154,0,0,0,-1,0.8111876090404905,-0.10523437752004153,N/A,N/A,
083450.KS,,KRW,1.7380548555157413,0,0,0,-1,0.7722914574205116,0.37141645665472234,N/A,N/A,
297890.KS,,KRW,1.5908918778835872,0,0,0,-1,0.6212676432148211,0.3272675633650761,N/A,N/A,
440290.KS,,KRW,0.6160744179443659,0,0,0,0,0.28926450837091516,0.18482232538330975,N/A,N/A,
078150.KS,,KRW,1.593698472809869,0,0,0,-1,0.6585795127636918,0.3281095418429607,N/A,N/A,
195940.KS,,KRW,0.8651600326154508,0,0,0,-1,0.5238119296350118,0.10954800978463522,N/A,N/A,
028300.KS,,KRW,0.6618725054072393,0,0,0,-1,0.7534087621281187,0.0485617516221718,N/A,N/A,
278650.KS,,KRW,0.9156679992411335,0,0,0,-1,0.5167931377735989,0.12470039977234007,N/A,N/A,
067630.KS,,KRW,0.7756548999384557,0,0,0,-1,0.732703809168903,0.08269646998153671,N/A,N/A,
024850.KS,,KRW,0.6571854669570323,0,0,0,-1,0.621858273080902,0.04715564008710968,N/A,N/A,
187420.KS,,KRW,1.04719398083596,0,0,0,-1,0.7105138420857862,0.164158194250788,N/A,N/A,
047920.KS,,KRW,0.7958242799337346,0,0,0,-1,0.8083038642065153,0.08874728398012038,N/A,N/A,
115450.KS,,KRW,0.7788066095975783,0,0,0,-1,0.7010730046339511,0.08364198287927349,N/A,N/A,
046210.KS,,KRW,0.7412116368805147,0,0,0,-1,0.5885372736535771,0.0723634910641544,N/A,N/A,
196300.KS,,KRW,0.8865963885369813,0,0,0,-1,0.9181521159868999,0.11597891656109441,N/A,N/A,
403870.KS,,KRW,1.6877977076027388,0,0,0,-1,0.5977249406512477,0.3563393122808216,N/A,N/A,
036640.KS,,KRW,0.7221859744881691,0,0,0,0,0.26610092319068884,0.21665579234645074,N/A,N/A,
442770.KS,2155.0,KRW,0.03204638785859415,0,0,0,1,0.13776549038152716,0.15961391635757824,N/A,N/A,
448760.KS,2275.0,KRW,-0.030712925275490827,0,0,0,1,0.12359305907555582,0.14078612241735275,N/A,N/A,
467930.KS,,KRW,0.09987583401874058,0,0,0,1,0.0909050190761183,0.17996275020562216,N/A,N/A,
469480.KS,,KRW,0.13101001670717732,0,0,0,1,0.10124077256975934,0.1893030050121532,N/A,N/A,
095340.KS,,KRW,1.6449226132040757,0,0,0,-1,0.5968265533929313,0.3434767839612227,N/A,N/A,
950170.KS,,KRW,0.47063191288280404,0,0,0,0,0.36302892445819923,0.1411895738648412,N/A,N/A,
067290.KS,,KRW,0.6918674696112285,0,0,0,-1,0.5124228825017497,0.05756024088336853,N/A,N/A,
035900.KS,,KRW,0.8262739919787206,0,0,0,-1,0.4561350649784946,0.09788219759361619,N/A,N/A,
318000.KS,,KRW,1.2478445269373613,0,0,0,-1,0.5176818812032863,0.22435335808120835,N/A,N/A,
024840.KS,,KRW,1.7588469667094537,0,0,0,-1,0.7935046636273079,0.3776540900128361,N/A,N/A,
024120.KS,,KRW,0.7436275328379426,0,0,0,0,0.3146773558781163,0.22308825985138278,N/A,N/A,
455250.KS,,KRW,0.16354790010658563,0,0,0,0,0.2607630545185714,0.04906437003197569,N/A,N/A,
464680.KS,,KRW,0.019171005930869157,0,0,0,1,0.0379058386159572,0.15575130177926075,N/A,N/A,
476470.KS,,KRW,0.08868091566387465,0,0,0,1,0.13922275337474294,0.1766042746991624,N/A,N/A,
478390.KS,,KRW,0.040913800280484046,0,0,0,1,0.08064193835771592,0.1622741400841452,N/A,N/A,
021320.KS,,KRW,0.518452511931379,0,0,0,0,0.2645115264694727,0.15553575357941368,N/A,N/A,
044180.KS,,KRW,0.5363734259658944,0,0,1,-1,1.0600868141964441,0.16091202778976835,N/A,N/A,
046440.KS,,KRW,0.7321239674121641,0,0,0,0,0.2668584461391818,0.21963719022364922,N/A,N/A,
151860.KS,,KRW,1.380244888458854,0,0,0,-1,0.43107185221381067,0.2640734665376562,N/A,N/A,
035600.KS,,KRW,0.7159178016951537,0,0,0,0,0.24200869185668553,0.2147753405085461,N/A,N/A,
226360.KS,,KRW,0.0,0,0,0,1,0.0,0.15,N/A,N/A,
111870.KS,,KRW,0.0,0,0,0,1,0.0,0.15,N/A,N/A,
060720.KS,,KRW,1.246568459593713,0,0,0,-1,0.42188671548549267,0.2239705378781139,N/A,N/A,
058400.KS,,KRW,0.469086105322762,0,0,0,0,0.33680102923609184,0.1407258315968286,N/A,N/A,
101000.KS,,KRW,0.45577676448883186,0,0,0,-1,0.7342633539477003,-0.013266970653350446,N/A,N/A,
089600.KS,,KRW,0.6370067260484685,0,0,0,0,0.2674703977834235,0.19110201781454056,N/A,N/A,
418470.KS,,KRW,0.9972347363495447,0,0,0,-1,0.540686184180022,0.1491704209048634,N/A,N/A,
043610.KS,,KRW,1.1939212911581247,0,0,0,-1,0.47489848151005476,0.2081763873474374,N/A,N/A,
122450.KS,,KRW,0.6050213288621732,0,0,0,0,0.337966035195682,0.18150639865865195,N/A,N/A,
052900.KS,,KRW,1.0724611534638488,0,0,0,0,0.31205847911935675,0.32173834603915463,N/A,N/A,
036560.KS,,KRW,1.0271734733903086,0,0,0,-1,0.9030796708877518,0.15815204201709257,N/A,N/A,
061970.KS,,KRW,1.5047888075893752,0,0,0,-1,0.5042744425809993,0.30143664227681255,N/A,N/A,
309960.KS,,KRW,0.9868531786965914,0,0,0,-1,0.6215050770855904,0.1460559536089774,N/A,N/A,
225190.KS,,KRW,0.6761392762644487,0,0,0,-1,0.8638891949846609,0.05284178287933461,N/A,N/A,
060370.KS,,KRW,1.2398751580248468,0,0,0,-1,0.6125008949735019,0.22196254740745405,N/A,N/A,
417200.KS,,KRW,1.498557522353538,0,0,0,-1,0.5584315746402326,0.2995672567060613,N/A,N/A,
078020.KS,,KRW,0.8042778425291115,0,0,0,0,0.29363042618611845,0.24128335275873344,N/A,N/A,
322180.KS,,KRW,0.8942754567669983,0,0,0,-1,0.6227405253776863,0.11828263703009947,N/A,N/A,
086960.KS,,KRW,1.82990467168926,0,0,0,-1,0.6643470110504517,0.3989714015067779,N/A,N/A,
160550.KS,,KRW,0.8432189417434189,0,0,0,-1,0.4770553180826984,0.10296568252302565,N/A,N/A,
053290.KS,,KRW,1.115272117870507,0,0,0,-1,0.7718563974798491,0.1845816353611521,N/A,N/A,
060250.KS,,KRW,0.9186702271274053,0,0,0,0,0.3592680756953554,0.2756010681382216,N/A,N/A,
104200.KS,,KRW,1.0818381743867929,0,0,0,-1,0.4486136914264031,0.17455145231603783,N/A,N/A,
063570.KS,,KRW,0.5592516554991778,0,0,0,0,0.236192637653115,0.16777549664975333,N/A,N/A,
222160.KS,8040.0,KRW,0.0,0,0,0,1,0.0,0.15,N/A,N/A,
024940.KS,,KRW,0.5984991785016971,0,0,0,-1,0.9521787863766497,0.029549753550509122,N/A,N/A,
332570.KS,,KRW,0.6533754885485603,0,0,0,-1,0.6388877251062541,0.046012646564568105,N/A,N/A,
218410.KS,,KRW,1.1743054287018504,0,0,0,-1,0.5360026045261687,0.20229162861055514,N/A,N/A,
327260.KS,,KRW,1.1512988758692064,0,0,0,-1,0.5676304169295107,0.19538966276076195,N/A,N/A,
091340.KS,,KRW,1.1090128258795315,0,0,0,-1,0.5239888289906353,0.18270384776385948,N/A,N/A,
419530.KS,,KRW,1.01991855801904,0,0,1,-1,0.8921724473418391,0.30597556740571197,N/A,N/A,
019550.KS,,KRW,1.0870782025522034,0,0,0,-1,0.4723765318538106,0.17612346076566102,N/A,N/A,
950110.KS,,KRW,0.4718332021964853,0,0,0,-1,0.44718106418302345,-0.008450039341054427,N/A,N/A,
246960.KS,,KRW,0.43403044041168776,0,0,0,0,0.29537666477399316,0.13020913212350632,N/A,N/A,
099220.KS,,KRW,1.1043033846167118,0,0,0,-1,0.762734124346687,0.18129101538501355,N/A,N/A,
036540.KS,,KRW,1.5689294922858126,0,0,0,-1,0.44916247554139094,0.32067884768574373,N/A,N/A,
255220.KS,,KRW,1.203699712346223,0,0,0,-1,0.977253355828861,0.21110991370386686,N/A,N/A,
040610.KS,,KRW,0.5779464380204322,0,0,0,0,0.24338540746799373,0.17338393140612965,N/A,N/A,
049470.KS,,KRW,0.4645343062052055,0,0,0,-1,0.6082790743530194,-0.010639708138438342,N/A,N/A,
184230.KS,,KRW,0.6076836846155454,0,0,0,-1,0.43942753304601745,0.032305105384663635,N/A,N/A,
016250.KS,,KRW,0.005118489246480257,0,0,0,0,0.33680456546493076,0.001535546773944077,N/A,N/A,
357880.KS,,KRW,1.1799916204097216,0,0,0,-1,1.2390243931607812,0.2039974861229165,N/A,N/A,
048550.KS,,KRW,0.9279807822889499,0,0,0,-1,0.41103924590561625,0.12839423468668495,N/A,N/A,
063440.KS,,KRW,0.7296466504132137,0,0,0,0,0.32682426113833646,0.21889399512396412,N/A,N/A,
067160.KS,,KRW,0.6438491396892192,0,0,0,-1,0.578696624211821,0.04315474190676577,N/A,N/A,
289080.KS,,KRW,1.1476742153955388,0,0,0,-1,0.4797767180496762,0.19430226461866165,N/A,N/A,
089230.KS,,KRW,0.6084266919383797,0,0,0,-1,0.5363108046320273,0.03252800758151392,N/A,N/A,
032540.KS,,KRW,0.267368737751657,0,0,0,1,0.16913627892559407,0.23021062132549708,N/A,N/A,
022220.KS,,KRW,0.6997950473384715,0,0,0,0,0.37512581209292895,0.20993851420154144,N/A,N/A,
048770.KS,,KRW,0.8673070527657768,0,0,0,-1,0.4269798975146674,0.11019211582973301,N/A,N/A,
246690.KS,,KRW,0.8921756789175329,0,0,0,-1,0.7408900139413815,0.11765270367525985,N/A,N/A,
317240.KS,,KRW,-0.1843738422343793,0,0,0,-1,0.6328838008235113,-0.20531215267031377,N/A,N/A,
057030.KS,,KRW,0.9077762563601914,0,0,0,-1,0.6216812670012033,0.12233287690805741,N/A,N/A,
040300.KS,,KRW,0.4823626813056061,0,0,0,-1,0.6332765710465147,-0.005291195608318172,N/A,N/A,
051390.KS,,KRW,0.30840179106685256,0,0,0,1,0.17097930105619413,0.24252053732005574,N/A,N/A,
052220.KS,,KRW,0.5923194457895935,0,0,0,-1,0.8517997465837964,0.02769583373687806,N/A,N/A,
079940.KS,,KRW,0.7120235681782857,0,0,0,-1,0.42089688870718256,0.06360707045348571,N/A,N/A,
078890.KS,,KRW,1.1385770791611394,0,0,0,0,0.3862036536736227,0.3415731237483418,N/A,N/A,
399720.KS,,KRW,1.9024892595386076,0,0,0,-1,0.6614303768401659,0.4207467778615822,N/A,N/A,
036620.KS,,KRW,0.7329337172419168,0,0,0,-1,0.49484047672756704,0.06988011517257503,N/A,N/A,
198440.KS,,KRW,0.9460761808320258,0,0,0,-1,0.6458599573800885,0.13382285424960774,N/A,N/A,
217730.KS,,KRW,0.727493439808761,0,0,0,-1,0.7876967771454141,0.0682480319426283,N/A,N/A,
114190.KS,,KRW,1.4814718667470945,0,0,0,-1,0.6197468891120171,0.29444156002412836,N/A,N/A,
094480.KS,,KRW,1.3229183339678285,0,0,0,-1,0.8225660054940506,0.24687550019034857,N/A,N/A,
039240.KS,,KRW,-0.06969123194023356,0,0,0,-1,0.9836544609991615,-0.17090736958207006,N/A,N/A,
053950.KS,,KRW,1.6856264054562693,0,0,0,-1,4.237397771236075,0.3556879216368808,N/A,N/A,
011040.KS,,KRW,0.5375028395822925,0,0,0,0,0.2266201956614839,0.16125085187468774,N/A,N/A,
024910.KS,,KRW,1.0149796019679032,0,0,0,-1,0.4704932045065557,0.15449388059037092,N/A,N/A,
049720.KS,,KRW,0.09615742594561692,0,0,0,1,0.1482370150994408,0.17884722778368506,N/A,N/A,
014570.KS,,KRW,0.7499314783951918,0,0,0,0,0.3492974826024119,0.22497944351855753,N/A,N/A,
348150.KS,,KRW,0.9889114033716776,0,0,0,-1,0.6036861532015722,0.1466734210115033,N/A,N/A,
950190.KS,,KRW,0.6057983187166164,0,0,0,0,0.22533372304351254,0.1817394956149849,N/A,N/A,
098460.KS,,KRW,1.1070331426682167,0,0,0,-1,0.6406101143516373,0.18210994280046502,N/A,N/A,
035290.KS,,KRW,0.5726028077707039,0,0,0,-1,0.6415419248583354,0.021780842331211192,N/A,N/A,
215000.KS,,KRW,0.7116520433021868,0,0,0,0,0.28258596116293266,0.21349561299065603,N/A,N/A,
121440.KS,,KRW,0.8446136654083143,0,0,0,0,0.3502119464655104,0.25338409962249425,N/A,N/A,
366030.KS,,KRW,1.0579679423007744,0,0,0,-1,0.5521014164767224,0.1673903826902323,N/A,N/A,
014200.KS,6036.00048828125,KRW,7.406039360979288,0,0,-1,-1,29.730894468385436,1.9218118082937865,N/A,N/A,
029480.KS,,KRW,1.1960694881620169,0,0,0,-1,0.6919828857249162,0.20882084644860507,N/A,N/A,
026910.KS,,KRW,0.8767935243465822,0,0,0,-1,0.485852466372534,0.11303805730397468,N/A,N/A,
440790.KS,,KRW,0.08535846693772091,0,0,0,1,0.09431379530448689,0.17560754008131627,N/A,N/A,
456490.KS,,KRW,0.0745816383059841,0,0,0,1,0.11131557959594887,0.17237449149179523,N/A,N/A,
465320.KS,,KRW,0.09820115130888503,0,0,0,1,0.0805684784665619,0.1794603453926655,N/A,N/A,
053270.KS,,KRW,0.903785229907926,0,0,0,0,0.38481295846579006,0.2711355689723778,N/A,N/A,
