symbol,current_price,currency,beta,smb_score,hml_score,rmw_score,cma_score,volatility,composite_score,market_cap,pbr,market_cap_usd
000910.KS,4845.0,KRW,0.35598539351584496,0,0,0,-1,0.5919543993725024,-0.043204381945246506,N/A,N/A,
047400.KS,1690.0,KRW,0.5990874182807057,0,0,0,-1,0.46158839442028504,0.029726225484211694,N/A,N/A,
011330.KS,1514.0,KRW,0.25782427040661704,0,0,0,-1,0.4506008585010635,-0.07265271887801489,N/A,N/A,
077500.KS,6380.0,KRW,1.408857734100642,0,0,0,-1,0.6339442694344917,0.2726573202301926,N/A,N/A,
002920.KS,1990.0,KRW,0.3163255959553981,0,0,0,1,0.1467683138566029,0.24489767878661944,N/A,N/A,
000700.KS,6170.0,KRW,0.3726290150246583,0,0,0,1,0.1462223526897733,0.2617887045073975,N/A,N/A,
003470.KS,3530.0,KRW,0.806452678563935,0,0,0,0,0.2646794540262988,0.24193580356918049,N/A,N/A,
003475.KS,3435.0,KRW,0.48399663976393265,0,0,0,1,0.18892860658258348,0.29519899192917975,N/A,N/A,
072130.KS,5260.0,KRW,0.3575685767702694,0,0,0,-1,0.5197140206698225,-0.04272942696891918,N/A,N/A,
000220.KS,4710.0,KRW,0.8608985945691325,0,0,0,0,0.31946483873634507,0.25826957837073977,N/A,N/A,
000225.KS,5210.0,KRW,0.6773407259745478,0,0,0,-1,0.4574813055431542,0.05320221779236434,N/A,N/A,
000227.KS,10590.0,KRW,0.6580982831664764,0,0,0,-1,0.5099931586058802,0.047429484949942924,N/A,N/A,
001200.KS,3560.0,KRW,1.4221405570645709,0,0,0,-1,0.5895093286669424,0.2766421671193713,N/A,N/A,
000100.KS,103000.0,KRW,1.056840480072837,0,0,0,-1,0.5541808970924922,0.16705214402185112,N/A,N/A,
000105.KS,98100.0,KRW,1.091670991844711,0,0,0,-1,0.6271571150854434,0.1775012975534133,N/A,N/A,
003460.KS,2710.0,KRW,0.30942502682010087,0,0,0,1,0.16553010641777727,0.24282750804603026,N/A,N/A,
003465.KS,2540.0,KRW,0.18384408860687856,0,0,0,1,0.1882263817617224,0.20515322658206356,N/A,N/A,
008730.KS,32800.0,KRW,1.3273145077596613,0,0,0,-1,0.688668977640117,0.2481943523278984,N/A,N/A,
008250.KS,5530.0,KRW,0.8447944152668889,0,0,0,-1,0.49529520494336277,0.10343832458006666,N/A,N/A,
025820.KS,4370.0,KRW,1.3845580812076166,0,0,0,-1,0.5372530796704734,0.265367424362285,N/A,N/A,
214320.KS,18450.0,KRW,0.4976696240817575,0,0,0,1,0.19565132512337868,0.29930088722452725,N/A,N/A,
088260.KS,4660.0,KRW,0.2792116115486871,0,0,0,1,0.19035223046198949,0.23376348346460613,N/A,N/A,
139480.KS,87400.0,KRW,0.5871264473438592,0,0,0,0,0.3986166165357731,0.17613793420315776,N/A,N/A,
457190.KS,41400.0,KRW,1.4720393257157272,0,0,0,-1,0.8299851689789921,0.2916117977147181,N/A,N/A,
007660.KS,40050.0,KRW,2.11008910289512,0,0,0,-1,0.8899192120570995,0.48302673086853587,N/A,N/A,
005950.KS,5470.0,KRW,1.3907677536898182,0,0,0,-1,0.5301778902876447,0.2672303261069454,N/A,N/A,
015020.KS,811.0,KRW,0.15056810302382262,0,0,-1,-1,1.1717565135399848,-0.2548295690928532,N/A,N/A,
093230.KS,1392.0,KRW,0.0,0,0,0,1,0.0,0.15,N/A,N/A,
074610.KS,511.0,KRW,0.15160464636129672,0,0,0,-1,0.6799985990962889,-0.10451860609161098,N/A,N/A,
102460.KS,10980.0,KRW,1.0038054412656165,0,0,0,0,0.38366697093058866,0.30114163237968494,N/A,N/A,
084680.KS,1449.0,KRW,0.8521939765995749,0,0,0,0,0.3355594774763531,0.25565819297987247,N/A,N/A,
350520.KS,4225.0,KRW,0.25508603649737244,0,0,0,1,0.13441742888610794,0.2265258109492117,N/A,N/A,
334890.KS,4605.0,KRW,0.24208288551296023,0,0,0,0,0.20407977926345808,0.07262486565388807,N/A,N/A,
000760.KS,12870.0,KRW,0.7636594533071019,0,0,0,0,0.3178346806887065,0.22909783599213057,N/A,N/A,
014990.KS,1000.0,KRW,0.6407518999084887,0,0,0,-1,0.8832820447635213,0.04222556997254662,N/A,N/A,
101140.KS,11850.0,KRW,0.974499102398336,0,0,1,-1,0.8239528020798708,0.29234973071950077,N/A,N/A,
006490.KS,1703.0,KRW,0.7425990477416515,0,0,0,-1,0.9867849004821418,0.07277971432249547,N/A,N/A,
023800.KS,6020.0,KRW,1.0444434651184438,0,0,0,0,0.3461844901515858,0.3133330395355331,N/A,N/A,
034590.KS,25500.0,KRW,0.12668128478455576,0,0,0,1,0.07386703470559638,0.1880043854353667,N/A,N/A,
129260.KS,2665.0,KRW,0.36223015616248644,0,0,0,-1,0.4277026489731036,-0.04133095315125407,N/A,N/A,
023810.KS,5950.0,KRW,0.4496748379434921,0,0,0,0,0.27706155326910603,0.13490245138304763,N/A,N/A,
249420.KS,12650.0,KRW,0.9371520173185613,0,0,0,0,0.39455208971192085,0.2811456051955684,N/A,N/A,
000230.KS,6860.0,KRW,0.886286016178027,0,0,0,-1,0.536951309734784,0.11588580485340813,N/A,N/A,
013360.KS,2020.0,KRW,0.17713986080017557,0,0,0,-1,1.1463794833496779,-0.09685804175994733,N/A,N/A,
003120.KS,21500.0,KRW,0.561237511444944,0,0,0,0,0.23647470182327945,0.16837125343348322,N/A,N/A,
003200.KS,11110.0,KRW,0.5713083658226943,0,0,0,0,0.21712562852451797,0.17139250974680828,N/A,N/A,
007110.KS,2235.0,KRW,1.0144321148316666,0,0,0,-1,0.9272620007429107,0.15432963444949996,N/A,N/A,
007570.KS,13200.0,KRW,0.7581576870784064,0,0,0,0,0.3351064569988302,0.2274473061235219,N/A,N/A,
007575.KS,13390.0,KRW,0.48936727329925156,0,0,0,0,0.3424496723742867,0.14681018198977547,N/A,N/A,
008500.KS,13080.0,KRW,0.6609879771344195,0,0,0,-1,0.9008724628703715,0.048296393140325855,N/A,N/A,
081000.KS,12940.0,KRW,1.031272921861319,0,0,0,0,0.36211525295576175,0.3093818765583957,N/A,N/A,
020760.KS,714.0,KRW,0.5176134262785641,0,0,0,0,0.28133225562621694,0.15528402788356924,N/A,N/A,
103590.KS,30150.0,KRW,1.5634044025553253,0,0,0,-1,0.6891864021597466,0.3190213207665976,N/A,N/A,
271940.KS,13660.0,KRW,1.037583493470828,0,0,0,0,0.3800249014608677,0.31127504804124834,N/A,N/A,
015860.KS,4690.0,KRW,0.6588073896238376,0,0,0,0,0.2243155635446923,0.19764221688715125,N/A,N/A,
226320.KS,12700.0,KRW,0.9852934411107175,0,0,0,0,0.37034542640609625,0.29558803233321523,N/A,N/A,
317400.KS,3775.0,KRW,0.8926478150359048,0,0,0,0,0.33958648319651985,0.26779434451077144,N/A,N/A,
033240.KS,11940.0,KRW,1.3007716313749293,0,0,0,-1,0.5016268329237422,0.24023148941247882,N/A,N/A,
000950.KS,27200.0,KRW,0.36843344705693953,0,0,0,0,0.30101827222044997,0.11053003411708186,N/A,N/A,
079900.KS,48300.0,KRW,0.9254548356599991,0,0,0,-1,0.945479273794736,0.1276364506979997,N/A,N/A,
348950.KS,2755.0,KRW,0.331436829028815,0,0,0,0,0.23618623988286302,0.0994310487086445,N/A,N/A,
194370.KS,12030.0,KRW,0.9208607686540081,0,0,0,-1,0.5257284681028563,0.12625823059620242,N/A,N/A,
025620.KS,7460.0,KRW,0.2995581348330117,0,0,1,-1,0.6477363437433544,0.0898674404499035,N/A,N/A,
030000.KS,18550.0,KRW,0.34786157269114315,0,0,0,1,0.1821539961228704,0.25435847180734295,N/A,N/A,
271980.KS,12850.0,KRW,0.6528249436341229,0,0,0,-1,0.5251813420382114,0.04584748309023687,N/A,N/A,
001560.KS,9680.0,KRW,0.34269957777286825,0,0,0,0,0.3053942227217893,0.10280987333186047,N/A,N/A,
002620.KS,8270.0,KRW,0.8102729287770833,0,0,0,0,0.3740925619283049,0.243081878633125,N/A,N/A,
006220.KS,9720.0,KRW,0.8346114884741539,0,0,0,-1,0.46458618721960004,0.10038344654224615,N/A,N/A,
089590.KS,6720.0,KRW,0.6794161106270604,0,0,0,0,0.2821303341428852,0.20382483318811812,N/A,N/A,
004910.KS,5610.0,KRW,0.9177807028761722,0,0,0,-1,0.4104612737770509,0.12533421086285165,N/A,N/A,
004700.KS,61600.0,KRW,0.19778575763987719,0,0,0,0,0.23695271609446622,0.05933572729196315,N/A,N/A,
001550.KS,13120.0,KRW,0.6594894685432791,0,0,0,0,0.31196990649498085,0.1978468405629837,N/A,N/A,
462520.KS,13130.0,KRW,0.6230144035916116,0,0,0,0,0.3519174700806296,0.18690432107748348,N/A,N/A,
120030.KS,100400.0,KRW,0.45040847118759314,0,0,0,1,0.18989401422816315,0.2851225413562779,N/A,N/A,
018470.KS,1558.0,KRW,1.1565747488636493,0,0,0,-1,0.40531575495432365,0.19697242465909479,N/A,N/A,
002600.KS,158700.0,KRW,0.18826127464243775,0,0,0,1,0.18334572715076808,0.2064783823927313,N/A,N/A,
185750.KS,85100.0,KRW,0.7698540947152228,0,0,0,0,0.34812188354616874,0.23095622841456684,N/A,N/A,
063160.KS,22850.0,KRW,0.9886344496824913,0,0,0,-1,0.4588477613280529,0.14659033490474735,N/A,N/A,
001630.KS,55200.0,KRW,0.6699573648657382,0,0,0,0,0.2641416205731646,0.20098720945972146,N/A,N/A,
109070.KS,919.0,KRW,0.2406491359323305,0,0,-1,-1,0.6415638671152581,-0.22780525922030084,N/A,N/A,
044380.KS,351.0,KRW,0.5514917453046453,0,0,0,-1,0.5044485928139936,0.015447523591393592,N/A,N/A,
013890.KS,16650.0,KRW,1.222163096854289,0,0,0,-1,0.6467505248276983,0.21664892905628666,N/A,N/A,
013870.KS,3890.0,KRW,0.32348756206452906,0,0,0,1,0.18759781655441968,0.2470462686193587,N/A,N/A,
071320.KS,81200.0,KRW,0.536871482301938,0,0,0,-1,0.5072521216921174,0.011061444690581401,N/A,N/A,
088790.KS,1962.0,KRW,0.6738762339122905,0,0,0,0,0.36586426530200433,0.20216287017368714,N/A,N/A,
003780.KS,5850.0,KRW,0.27548281362467275,0,0,0,-1,0.7534903058198982,-0.06735515591259818,N/A,N/A,
010640.KS,4055.0,KRW,0.46023347903659917,0,0,0,-1,0.5846025076338459,-0.011929956289020244,N/A,N/A,
100250.KS,3280.0,KRW,0.23438609002783015,0,0,0,1,0.14520859240464845,0.22031582700834904,N/A,N/A,
051630.KS,2095.0,KRW,0.13950133921980507,0,0,0,-1,0.9572399567590509,-0.10814959823405848,N/A,N/A,
272450.KS,9510.0,KRW,0.7475768101967772,0,0,0,0,0.36942573455346767,0.22427304305903317,N/A,N/A,
011000.KS,3015.0,KRW,0.7091620126929128,0,0,0,-1,0.746428399976566,0.06274860380787384,N/A,N/A,
002780.KS,779.0,KRW,0.552728433153851,0,0,0,0,0.32819879046903366,0.16581852994615529,N/A,N/A,
002787.KS,7940.0,KRW,0.3240066996601118,0,0,0,-1,0.478635281552901,-0.05279799010196645,N/A,N/A,
002785.KS,3530.0,KRW,0.3496797696154685,0,0,0,-1,0.6795631345558439,-0.04509606911535945,N/A,N/A,
009310.KS,1325.0,KRW,0.8061896167476659,0,0,1,-1,4.141112314725091,0.24185688502429972,N/A,N/A,
000650.KS,41000.0,KRW,0.3659146380221947,0,0,0,0,0.23309951008113614,0.10977439140665841,N/A,N/A,
033250.KS,1429.0,KRW,0.5171601864877731,0,0,0,-1,0.6138926730233077,0.005148055946331914,N/A,N/A,
035720.KS,41600.0,KRW,1.42,-1,0,0,-1,0.41422876774368933,0.07599999999999998,16245999999999.998,1.66,11918421245.68997
323410.KS,23700.0,KRW,0.927161221941633,0,0,0,0,0.35444436671082397,0.27814836658248987,N/A,N/A,
377300.KS,37300.0,KRW,0.8520273645545263,0,0,0,-1,0.5754954716899391,0.10560820936635787,N/A,N/A,
006380.KS,3660.0,KRW,0.0,0,0,0,1,0.0,0.15,N/A,N/A,
001620.KS,479.0,KRW,0.5198801176999597,0,0,0,0,0.2329678831035475,0.1559640353099879,N/A,N/A,
029460.KS,23000.0,KRW,0.8479869735164322,0,0,0,0,0.3415839922238104,0.25439609205492963,N/A,N/A,
281820.KS,25100.0,KRW,1.647420830731801,0,0,0,-1,0.6509415915738211,0.34422624921954026,N/A,N/A,
381970.KS,16140.0,KRW,0.3782806958583154,0,0,0,0,0.32549432948305185,0.11348420875749463,N/A,N/A,
145270.KS,940.0,KRW,0.19445723144462948,0,0,0,1,0.1329870118441437,0.20833716943338884,N/A,N/A,
417310.KS,5120.0,KRW,0.2895072712015848,0,0,0,1,0.17264745166668505,0.23685218136047542,N/A,N/A,
357120.KS,4405.0,KRW,0.29246993119279996,0,0,0,1,0.18340267986430506,0.23774097935784,N/A,N/A,
007815.KS,5490.0,KRW,0.9407213706738959,0,0,0,0,0.31865018928275435,0.2822164112021688,N/A,N/A,
007810.KS,10220.0,KRW,1.6285483448581906,0,0,0,-1,0.5843962858970384,0.33856450345745714,N/A,N/A,
00781K.KS,5500.0,KRW,0.2428149631467702,0,0,0,0,0.3188708054132687,0.07284448894403106,N/A,N/A,
003690.KS,9500.0,KRW,0.37230791487906384,0,0,0,0,0.24543839468899453,0.11169237446371914,N/A,N/A,
192820.KS,221500.0,KRW,0.870397815904721,0,0,0,-1,0.5781408277718428,0.1111193447714163,N/A,N/A,
044820.KS,15180.0,KRW,0.4275030118571809,0,0,0,0,0.23265353679841522,0.12825090355715427,N/A,N/A,
005070.KS,35050.0,KRW,1.8702006461516598,0,0,0,-1,0.6322999595708069,0.41106019384549786,N/A,N/A,
005420.KS,14250.0,KRW,1.8390587087387151,0,0,0,-1,0.6505493697164593,0.40171761262161454,N/A,N/A,
071950.KS,9790.0,KRW,0.25954894264507417,0,0,0,-1,0.7609781130032275,-0.07213531720647774,N/A,N/A,
002020.KS,36100.0,KRW,0.9234915474398722,0,0,1,-1,0.5622517572446306,0.2770474642319616,N/A,N/A,
138490.KS,6720.0,KRW,1.1306112852099925,0,0,0,0,0.35695638021392884,0.33918338556299776,N/A,N/A,
003070.KS,9180.0,KRW,0.9196510833927196,0,0,0,-1,0.6722851625271906,0.1258953250178159,N/A,N/A,
003075.KS,15500.0,KRW,0.7573985071953134,0,0,0,-1,1.0151419064896308,0.07721955215859402,N/A,N/A,
450140.KS,2200.0,KRW,1.0490060228265603,0,0,0,-1,0.854902072987239,0.16470180684796806,N/A,N/A,
45014K.KS,3245.0,KRW,0.5972387608476557,0,0,0,-1,0.9223849861116359,0.0291716282542967,N/A,N/A,
002025.KS,18400.0,KRW,0.5906100993909187,0,0,0,0,0.3327377740429954,0.1771830298172756,N/A,N/A,
120110.KS,33000.0,KRW,1.1102043130383645,0,0,0,0,0.3784727947310701,0.33306129391150935,N/A,N/A,
120115.KS,21450.0,KRW,0.5479622548280243,0,0,0,1,0.18315589876296037,0.3143886764484073,N/A,N/A,
021240.KS,91100.0,KRW,0.4574456515638579,0,0,0,-1,0.43106268314112517,-0.012766304530842626,N/A,N/A,
036420.KS,12800.0,KRW,0.9323013886665431,0,0,0,-1,0.5243548938247453,0.12969041659996292,N/A,N/A,
024720.KS,12950.0,KRW,0.7746458948393311,0,0,1,-1,0.5910519170988081,0.2323937684517993,N/A,N/A,
192400.KS,31600.0,KRW,0.46198061222298836,0,0,0,0,0.2917087768124732,0.1385941836668965,N/A,N/A,
284740.KS,26800.0,KRW,0.4958037308718127,0,0,0,0,0.2938242281132652,0.1487411192615438,N/A,N/A,
264900.KS,8830.0,KRW,0.6172375219090585,0,0,0,0,0.3998092162249768,0.18517125657271752,N/A,N/A,
26490K.KS,10100.0,KRW,0.40637205651075536,0,0,0,-1,0.42147408240720236,-0.028088383046773385,N/A,N/A,
005740.KS,7770.0,KRW,0.9210987260470042,0,0,0,-1,0.5121679731312107,0.12632961781410126,N/A,N/A,
005745.KS,8830.0,KRW,0.9023567603539864,0,0,0,-1,0.609547593380626,0.12070702810619591,N/A,N/A,
259960.KS,367500.0,KRW,0.5433774259702423,0,0,0,-1,0.4279973507605176,0.013013227791072696,N/A,N/A,
020120.KS,3510.0,KRW,0.8277222567712204,0,0,0,-1,0.556216433852022,0.0983166770313661,N/A,N/A,
039490.KS,173000.0,KRW,1.0007114087737885,0,0,0,0,0.3917098373179977,0.3002134226321365,N/A,N/A,
014580.KS,4660.0,KRW,0.9753461489785754,0,0,0,0,0.360402259970553,0.2926038446935726,N/A,N/A,
015890.KS,5180.0,KRW,0.6703792787876898,0,0,0,0,0.21273913017759913,0.20111378363630691,N/A,N/A,
006890.KS,11610.0,KRW,0.7796312201744517,0,0,0,0,0.32090149515043903,0.2338893660523355,N/A,N/A,
003240.KS,997000.0,KRW,0.6658096261549848,0,0,0,0,0.36507037684313365,0.19974288784649544,N/A,N/A,
011280.KS,2255.0,KRW,0.7252448223401885,0,0,0,0,0.3268365420772326,0.21757344670205656,N/A,N/A,
004100.KS,2940.0,KRW,0.03435416127369207,0,0,0,-1,1.0127173726972463,-0.13969375161789238,N/A,N/A,
004105.KS,4210.0,KRW,-0.14650452100917027,0,0,0,-1,0.9630037509066705,-0.19395135630275107,N/A,N/A,
009410.KS,2890.0,KRW,0.45493434360336954,0,0,0,-1,2.559445248788983,-0.013519696918989133,N/A,N/A,
009415.KS,5750.0,KRW,0.22495390820786876,0,0,0,-1,1.3436194198468647,-0.08251382753763938,N/A,N/A,
001420.KS,4020.0,KRW,0.42837057409338675,0,0,0,0,0.33328091642559227,0.12851117222801603,N/A,N/A,
055490.KS,13700.0,KRW,1.2440616983473005,0,0,0,-1,0.4884169440025115,0.22321850950419017,N/A,N/A,
078000.KS,12950.0,KRW,0.14663513333652453,0,0,0,-1,0.4071197698129744,-0.10600945999904263,N/A,N/A,
214420.KS,9240.0,KRW,1.1544004249777395,0,0,0,-1,0.636370184485576,0.19632012749332187,N/A,N/A,
019180.KS,2840.0,KRW,0.7580654000588347,0,0,0,0,0.25849470760257853,0.2274196200176504,N/A,N/A,
363280.KS,2950.0,KRW,0.6700077507969038,0,0,0,-1,0.46455486879316016,0.05100232523907114,N/A,N/A,
36328K.KS,4165.0,KRW,0.49775861801644244,0,0,0,-1,0.9476755015690114,-0.0006724145950672555,N/A,N/A,
091810.KS,2040.0,KRW,0.94,-1,-1,0,-1,0.6044752660572615,-0.268,446486000000.0,3.21,327551903.7488079
004870.KS,631.0,KRW,0.7501855329721664,0,0,0,-1,0.8240584346876771,0.07505565989164992,N/A,N/A,
034230.KS,13210.0,KRW,0.6280154046812039,0,0,0,0,0.3225936430650663,0.18840462140436115,N/A,N/A,
005690.KS,11960.0,KRW,1.5289028611347104,0,0,0,-1,0.7406152018347911,0.3086708583404131,N/A,N/A,
036580.KS,2630.0,KRW,0.8490966516995332,0,0,0,-1,0.5385546964943226,0.10472899550985995,N/A,N/A,
004720.KS,4375.0,KRW,0.7961243333244113,0,0,0,0,0.3216785095620637,0.2388372999973234,N/A,N/A,
028670.KS,3750.0,KRW,0.8402703439633942,0,0,0,0,0.33307767073994393,0.2520811031890182,N/A,N/A,
010820.KS,3710.0,KRW,0.9968412966232907,0,0,0,-1,0.4557319854975036,0.14905238898698722,N/A,N/A,
016800.KS,44000.0,KRW,0.2934541574727225,0,0,0,-1,0.40998159116992117,-0.061963752758183235,N/A,N/A,
001020.KS,735.0,KRW,0.3008312160464436,0,0,0,0,0.34164675523285826,0.09024936481393307,N/A,N/A,
090080.KS,1130.0,KRW,0.6973198196372963,0,0,0,-1,0.9616193689115043,0.05919594589118887,N/A,N/A,
010770.KS,4325.0,KRW,0.08281990464302474,0,0,0,-1,1.3071025180264693,-0.12515402860709257,N/A,N/A,
022100.KS,21800.0,KRW,1.6270183364307917,0,0,0,-1,0.6265717526383691,0.3381055009292375,N/A,N/A,
058430.KS,37850.0,KRW,1.3720531664829894,0,0,0,-1,0.5192719494095166,0.2616159499448968,N/A,N/A,
047050.KS,49650.0,KRW,1.58,-1,0,0,-1,0.6105665765555156,0.12399999999999997,8249000000000.001,1.3,6051646981.145919
003670.KS,117000.0,KRW,1.4089433077858535,0,0,0,-1,0.6082388001842065,0.2726829923357561,N/A,N/A,
017810.KS,12950.0,KRW,0.8361950977155185,0,0,0,-1,0.5233294198657499,0.10085852931465553,N/A,N/A,
103140.KS,65300.0,KRW,1.032271383819954,0,0,0,-1,0.4984261399814566,0.1596814151459862,N/A,N/A,
005810.KS,35000.0,KRW,0.7869305080718405,0,0,0,0,0.2854338988279736,0.23607915242155214,N/A,N/A,
950210.KS,13270.0,KRW,1.075158487721847,0,0,0,-1,0.6514638822613483,0.17254754631655408,N/A,N/A,
009810.KS,368.0,KRW,1.1220382956557904,0,0,0,-1,0.866242563509114,0.18661148869673713,N/A,N/A,
086790.KS,74500.0,KRW,0.8920793297207902,0,0,0,0,0.3342031704121602,0.26762379891623705,N/A,N/A,
293480.KS,11810.0,KRW,0.5453116263571275,0,0,0,0,0.21282813155602603,0.16359348790713824,N/A,N/A,
039130.KS,50600.0,KRW,0.7063362142681138,0,0,0,0,0.3217266810584051,0.21190086428043411,N/A,N/A,
352820.KS,281000.0,KRW,0.6856794531641873,0,0,0,0,0.37679311634951285,0.2057038359492562,N/A,N/A,
071090.KS,4710.0,KRW,1.1905250748447271,0,0,0,-1,0.7362286629814206,0.20715752245341815,N/A,N/A,
000080.KS,20150.0,KRW,0.46871073399742946,0,0,0,0,0.21290327067252024,0.14061322019922884,N/A,N/A,
000087.KS,15670.0,KRW,0.1804346338424517,0,0,0,1,0.09938858089864108,0.2041303901527355,N/A,N/A,
000140.KS,10360.0,KRW,0.3624354998139286,0,0,0,1,0.1991379206152008,0.25873064994417855,N/A,N/A,
000145.KS,11400.0,KRW,0.29424338763274077,0,0,0,0,0.21664139407967536,0.08827301628982223,N/A,N/A,
152550.KS,,KRW,0.45624204675639085,0,0,0,-1,0.787772711347973,-0.013127385973082745,N/A,N/A,
036460.KS,40600.0,KRW,1.163810748584597,0,0,0,-1,0.6654893958423748,0.1991432245753791,N/A,N/A,
005430.KS,53500.0,KRW,0.8910547626341251,0,0,0,-1,0.40173759034008466,0.11731642879023754,N/A,N/A,
071050.KS,113700.0,KRW,0.9399897739911104,0,0,0,0,0.3473924665432029,0.28199693219733313,N/A,N/A,
071055.KS,79300.0,KRW,0.7192743194402718,0,0,0,0,0.26305165275070125,0.21578229583208153,N/A,N/A,
010040.KS,2380.0,KRW,0.6605349176424937,0,0,0,0,0.2640829282919054,0.1981604752927481,N/A,N/A,
025540.KS,60500.0,KRW,0.7893566389802343,0,0,0,-1,0.40829074059171366,0.0868069916940703,N/A,N/A,
010100.KS,4350.0,KRW,1.299831408727283,0,0,0,-1,0.7627008825412179,0.23994942261818494,N/A,N/A,
004090.KS,12190.0,KRW,0.39229521816298735,0,0,0,-1,0.652756601380148,-0.0323114345511038,N/A,N/A,
002200.KS,2970.0,KRW,0.5245628876533363,0,0,0,0,0.24809014164558388,0.15736886629600086,N/A,N/A,
002960.KS,407000.0,KRW,0.4476151002004609,0,0,0,0,0.2349187077922332,0.13428453006013827,N/A,N/A,
000240.KS,18950.0,KRW,0.6574023745838636,0,0,0,0,0.39826248128123465,0.1972207123751591,N/A,N/A,
123890.KS,2510.0,KRW,0.40924409442535725,0,0,0,1,0.16726425600923336,0.2727732283276072,N/A,N/A,
015760.KS,29650.0,KRW,0.469327404334121,0,0,0,0,0.3119235209673098,0.1407982213002363,N/A,N/A,
006200.KS,728.0,KRW,0.5572954460681926,0,0,0,0,0.21757365228238262,0.16718863382045776,N/A,N/A,
027970.KS,808.0,KRW,0.4422906191968189,0,0,0,0,0.26703116482448086,0.13268718575904567,N/A,N/A,
023350.KS,5520.0,KRW,0.6090827480898536,0,0,0,-1,0.6526869113815,0.032724824426956095,N/A,N/A,
025890.KS,1844.0,KRW,0.5042256033927552,0,0,0,-1,0.527483710173882,0.0012676810178265663,N/A,N/A,
000970.KS,7040.0,KRW,0.40579165334646783,0,0,0,0,0.24238193534805827,0.12173749600394035,N/A,N/A,
104700.KS,9260.0,KRW,0.5571362961913549,0,0,0,0,0.32194556690025344,0.16714088885740644,N/A,N/A,
017960.KS,21750.0,KRW,0.8742801607810363,0,0,0,-1,0.4530300585305241,0.1122840482343109,N/A,N/A,
161890.KS,86000.0,KRW,0.8189981991790244,0,0,0,-1,0.45138285489052515,0.0956994597537073,N/A,N/A,
161390.KS,38550.0,KRW,0.42,-1,1,0,0,0.33627026148113753,0.126,4745000000000.0,0.44,3481035874.1104836
034830.KS,1231.0,KRW,0.3637565081016838,0,0,0,1,0.1544704937313891,0.25912695243050515,N/A,N/A,
007280.KS,1640.0,KRW,0.4266128895040773,0,0,0,0,0.30669067209147466,0.12798386685122318,N/A,N/A,
047810.KS,87200.0,KRW,0.7073505932254681,0,0,0,-1,0.4701873994236039,0.06220517796764044,N/A,N/A,
123690.KS,7110.0,KRW,0.9499588797503938,0,0,0,0,0.38895123149351696,0.28498766392511815,N/A,N/A,
003350.KS,50900.0,KRW,1.4153417734063238,0,0,0,-1,0.7619954485078505,0.2746025320218971,N/A,N/A,
011500.KS,14990.0,KRW,1.559047227149533,0,0,0,-1,0.688067203378264,0.31771416814485987,N/A,N/A,
002390.KS,11620.0,KRW,0.8155043707871757,0,0,0,0,0.3676766858499757,0.24465131123615272,N/A,N/A,
053690.KS,17680.0,KRW,1.151056726931107,0,0,0,-1,0.5046940695155081,0.19531701807933208,N/A,N/A,
042700.KS,82800.0,KRW,1.8925484274242055,0,0,0,-1,0.6577537012406155,0.4177645282272616,N/A,N/A,
008930.KS,35300.0,KRW,0.9715408461077477,0,0,0,-1,0.6094108816531102,0.14146225383232433,N/A,N/A,
128940.KS,299000.0,KRW,0.8522128863914148,0,0,0,-1,0.445410015230755,0.10566386591742441,N/A,N/A,
009240.KS,42000.0,KRW,0.6055895151616616,0,0,0,0,0.3606427738821934,0.18167685454849847,N/A,N/A,
020000.KS,16780.0,KRW,0.5332868566508474,0,0,0,0,0.23312657158561464,0.15998605699525423,N/A,N/A,
003680.KS,5250.0,KRW,0.8426545964730466,0,0,0,-1,0.47166275344296305,0.10279637894191399,N/A,N/A,
105630.KS,10900.0,KRW,0.9377124715803882,0,0,0,0,0.3973675437784286,0.2813137414741164,N/A,N/A,
069640.KS,1287.0,KRW,0.7082472826088385,0,0,0,-1,0.764357102165267,0.06247418478265154,N/A,N/A,
016450.KS,4295.0,KRW,0.8156097497416185,0,0,0,-1,0.43390997991561336,0.09468292492248553,N/A,N/A,
010420.KS,1881.0,KRW,0.24985840944709717,0,0,0,-1,0.513079623567294,-0.07504247716587084,N/A,N/A,
009180.KS,2280.0,KRW,0.8542749229563033,0,0,0,0,0.3510340908185936,0.256282476886891,N/A,N/A,
213500.KS,8690.0,KRW,0.4781912237871487,0,0,0,1,0.18077982978987747,0.29345736713614456,N/A,N/A,
014680.KS,131000.0,KRW,1.455551240353392,0,0,0,-1,0.49957893962228006,0.2866653721060176,N/A,N/A,
004710.KS,5290.0,KRW,1.0496486219719436,0,0,0,0,0.3508728660916436,0.3148945865915831,N/A,N/A,
004150.KS,2880.0,KRW,0.48567858672930553,0,0,0,1,0.17650408726356562,0.29570357601879166,N/A,N/A,
025750.KS,710.0,KRW,0.525515240122855,0,0,0,-1,0.6918121160452294,0.0076545720368564885,N/A,N/A,
004960.KS,8770.0,KRW,0.8419994191120048,0,0,0,0,0.35689345540584705,0.25259982573360146,N/A,N/A,
011700.KS,3175.0,KRW,1.4573422286018503,0,0,0,-1,0.5487468905431698,0.2872026685805551,N/A,N/A,
001750.KS,16190.0,KRW,0.5127173119175531,0,0,0,-1,0.4167085165264432,0.0038151935752659405,N/A,N/A,
